Target_Job_Role,State,District,Snapshot_Date,Active_Postings,Candidate_Count,Demand_Score,Data_Origin
Account Executive,Telangana,Nizamabad,2024-06-01,80,49,62.02,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-07-01,20,51,28.17,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-08-01,25,53,32.05,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-09-01,30,55,35.29,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-10-01,35,57,38.04,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-11-01,40,59,40.4,synthetic_derived
Account Executive,Telangana,Nizamabad,2024-12-01,45,61,42.45,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-01-01,50,63,44.25,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-02-01,55,65,45.83,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-03-01,60,67,47.24,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-04-01,65,69,48.51,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-05-01,70,71,49.65,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-06-01,75,73,50.68,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-07-01,80,75,51.61,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-08-01,20,77,20.62,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-09-01,25,79,24.04,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-10-01,30,81,27.03,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-11-01,35,83,29.66,synthetic_derived
Account Executive,Telangana,Nizamabad,2025-12-01,40,85,32.0,synthetic_derived
Account Executive,Telangana,Nizamabad,2026-01-01,45,87,34.09,synthetic_derived
Account Executive,Telangana,Nizamabad,2026-02-01,50,89,35.97,synthetic_derived
Account Executive,Telangana,Nizamabad,2026-03-01,55,91,37.67,synthetic_derived
Account Executive,Telangana,Nizamabad,2026-04-01,60,93,39.22,synthetic_derived
Account Executive,Telangana,Nizamabad,2026-05-01,65,95,40.62,synthetic_derived
Account Executive,Telangana,Nizamabad,2026-06-01,70,97,41.92,synthetic_derived
Account Executive,Telangana,Nizamabad,2026-07-01,75,99,43.1,synthetic_derived
Account Executive,Telangana,Nizamabad,2026-08-01,80,101,44.2,synthetic_derived
Account Executive,Telangana,Warangal,2024-01-01,58,50,53.7,synthetic_derived
Account Executive,Telangana,Warangal,2024-02-01,63,52,54.78,synthetic_derived
Account Executive,Telangana,Warangal,2024-03-01,68,54,55.74,synthetic_derived
Account Executive,Telangana,Warangal,2024-04-01,73,56,56.59,synthetic_derived
Account Executive,Telangana,Warangal,2024-05-01,78,58,57.35,synthetic_derived
Account Executive,Telangana,Warangal,2024-06-01,18,60,23.08,synthetic_derived
Account Executive,Telangana,Warangal,2024-07-01,23,62,27.06,synthetic_derived
Account Executive,Telangana,Warangal,2024-08-01,28,64,30.43,synthetic_derived
Account Executive,Telangana,Warangal,2024-09-01,33,66,33.33,synthetic_derived
Account Executive,Telangana,Warangal,2024-10-01,38,68,35.85,synthetic_derived
Account Executive,Telangana,Warangal,2024-11-01,43,70,38.05,synthetic_derived
Account Executive,Telangana,Warangal,2024-12-01,48,72,40.0,synthetic_derived
Account Executive,Telangana,Warangal,2025-01-01,53,74,41.73,synthetic_derived
Account Executive,Telangana,Warangal,2025-02-01,58,76,43.28,synthetic_derived
Account Executive,Telangana,Warangal,2025-03-01,63,78,44.68,synthetic_derived
Account Executive,Telangana,Warangal,2025-04-01,68,80,45.95,synthetic_derived
Account Executive,Telangana,Warangal,2025-05-01,73,82,47.1,synthetic_derived
Account Executive,Telangana,Warangal,2025-06-01,78,84,48.15,synthetic_derived
Account Executive,Telangana,Warangal,2025-07-01,18,86,17.31,synthetic_derived
Account Executive,Telangana,Warangal,2025-08-01,23,88,20.72,synthetic_derived
Account Executive,Telangana,Warangal,2025-09-01,28,90,23.73,synthetic_derived
Account Executive,Telangana,Warangal,2025-10-01,33,92,26.4,synthetic_derived
Account Executive,Telangana,Warangal,2025-11-01,38,94,28.79,synthetic_derived
Account Executive,Telangana,Warangal,2025-12-01,43,96,30.94,synthetic_derived
Account Executive,Telangana,Warangal,2026-01-01,48,98,32.88,synthetic_derived
Account Executive,Telangana,Warangal,2026-02-01,53,100,34.64,synthetic_derived
Account Executive,Telangana,Warangal,2026-03-01,58,102,36.25,synthetic_derived
Account Executive,Telangana,Warangal,2026-04-01,63,104,37.72,synthetic_derived
Account Executive,Telangana,Warangal,2026-05-01,68,106,39.08,synthetic_derived
Account Executive,Telangana,Warangal,2026-06-01,73,108,40.33,synthetic_derived
Account Executive,Telangana,Warangal,2026-07-01,78,110,41.49,synthetic_derived
Account Executive,Telangana,Warangal,2026-08-01,18,112,13.85,synthetic_derived
Account Executive,Maharashtra,Pune,2024-01-01,61,61,50.0,synthetic_derived
Account Executive,Maharashtra,Pune,2024-02-01,66,63,51.16,synthetic_derived
Account Executive,Maharashtra,Pune,2024-03-01,71,65,52.21,synthetic_derived
Account Executive,Maharashtra,Pune,2024-04-01,76,67,53.15,synthetic_derived
Account Executive,Maharashtra,Pune,2024-05-01,81,69,54.0,synthetic_derived
Account Executive,Maharashtra,Pune,2024-06-01,21,71,22.83,synthetic_derived
Account Executive,Maharashtra,Pune,2024-07-01,26,73,26.26,synthetic_derived
Account Executive,Maharashtra,Pune,2024-08-01,31,75,29.25,synthetic_derived
Account Executive,Maharashtra,Pune,2024-09-01,36,77,31.86,synthetic_derived
Account Executive,Maharashtra,Pune,2024-10-01,41,79,34.17,synthetic_derived
Account Executive,Maharashtra,Pune,2024-11-01,46,81,36.22,synthetic_derived
Account Executive,Maharashtra,Pune,2024-12-01,51,83,38.06,synthetic_derived
Account Executive,Maharashtra,Pune,2025-01-01,56,85,39.72,synthetic_derived
Account Executive,Maharashtra,Pune,2025-02-01,61,87,41.22,synthetic_derived
Account Executive,Maharashtra,Pune,2025-03-01,66,89,42.58,synthetic_derived
Account Executive,Maharashtra,Pune,2025-04-01,71,91,43.83,synthetic_derived
Account Executive,Maharashtra,Pune,2025-05-01,76,93,44.97,synthetic_derived
Account Executive,Maharashtra,Pune,2025-06-01,81,95,46.02,synthetic_derived
Account Executive,Maharashtra,Pune,2025-07-01,21,97,17.8,synthetic_derived
Account Executive,Maharashtra,Pune,2025-08-01,26,99,20.8,synthetic_derived
Account Executive,Maharashtra,Pune,2025-09-01,31,101,23.48,synthetic_derived
Account Executive,Maharashtra,Pune,2025-10-01,36,103,25.9,synthetic_derived
Account Executive,Maharashtra,Pune,2025-11-01,41,105,28.08,synthetic_derived
Account Executive,Maharashtra,Pune,2025-12-01,46,107,30.07,synthetic_derived
Account Executive,Maharashtra,Pune,2026-01-01,51,109,31.88,synthetic_derived
Account Executive,Maharashtra,Pune,2026-02-01,56,111,33.53,synthetic_derived
Account Executive,Maharashtra,Pune,2026-03-01,61,113,35.06,synthetic_derived
Account Executive,Maharashtra,Pune,2026-04-01,66,25,72.53,synthetic_derived
Account Executive,Maharashtra,Pune,2026-05-01,71,27,72.45,synthetic_derived
Account Executive,Maharashtra,Pune,2026-06-01,76,29,72.38,synthetic_derived
Account Executive,Maharashtra,Pune,2026-07-01,81,31,72.32,synthetic_derived
Account Executive,Maharashtra,Pune,2026-08-01,21,33,38.89,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-01-01,64,72,47.06,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-02-01,69,74,48.25,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-03-01,74,76,49.33,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-04-01,79,78,50.32,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-05-01,19,80,19.19,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-06-01,24,82,22.64,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-07-01,29,84,25.66,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-08-01,34,86,28.33,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-09-01,39,88,30.71,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-10-01,44,90,32.84,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-11-01,49,92,34.75,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2024-12-01,54,94,36.49,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-01-01,59,96,38.06,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-02-01,64,98,39.51,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-03-01,69,100,40.83,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-04-01,74,102,42.05,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-05-01,79,104,43.17,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-06-01,19,106,15.2,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-07-01,24,108,18.18,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-08-01,29,110,20.86,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-09-01,34,112,23.29,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-10-01,39,114,25.49,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-11-01,44,26,62.86,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2025-12-01,49,28,63.64,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2026-01-01,54,30,64.29,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2026-02-01,59,32,64.84,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2026-03-01,64,34,65.31,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2026-04-01,69,36,65.71,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2026-05-01,74,38,66.07,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2026-06-01,79,40,66.39,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2026-07-01,19,42,31.15,synthetic_derived
Account Executive,Rajasthan,Jodhpur,2026-08-01,24,44,35.29,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-01-01,67,83,44.67,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-02-01,72,85,45.86,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-03-01,77,87,46.95,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-04-01,82,89,47.95,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-05-01,22,91,19.47,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-06-01,27,93,22.5,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-07-01,32,95,25.2,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-08-01,37,97,27.61,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-09-01,42,99,29.79,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-10-01,47,101,31.76,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-11-01,52,103,33.55,synthetic_derived
Account Executive,Odisha,Sambalpur,2024-12-01,57,105,35.19,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-01-01,62,107,36.69,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-02-01,67,109,38.07,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-03-01,72,111,39.34,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-04-01,77,113,40.53,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-05-01,82,25,76.64,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-06-01,22,27,44.9,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-07-01,27,29,48.21,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-08-01,32,31,50.79,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-09-01,37,33,52.86,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-10-01,42,35,54.55,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-11-01,47,37,55.95,synthetic_derived
Account Executive,Odisha,Sambalpur,2025-12-01,52,39,57.14,synthetic_derived
Account Executive,Odisha,Sambalpur,2026-01-01,57,41,58.16,synthetic_derived
Account Executive,Odisha,Sambalpur,2026-02-01,62,43,59.05,synthetic_derived
Account Executive,Odisha,Sambalpur,2026-03-01,67,45,59.82,synthetic_derived
Account Executive,Odisha,Sambalpur,2026-04-01,72,47,60.5,synthetic_derived
Account Executive,Odisha,Sambalpur,2026-05-01,77,49,61.11,synthetic_derived
Account Executive,Odisha,Sambalpur,2026-06-01,82,51,61.65,synthetic_derived
Account Executive,Odisha,Sambalpur,2026-07-01,22,53,29.33,synthetic_derived
Account Executive,Odisha,Sambalpur,2026-08-01,27,55,32.93,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-01-01,70,94,42.68,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-02-01,75,96,43.86,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-03-01,80,98,44.94,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-04-01,20,100,16.67,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-05-01,25,102,19.69,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-06-01,30,104,22.39,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-07-01,35,106,24.82,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-08-01,40,108,27.03,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-09-01,45,110,29.03,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-10-01,50,112,30.86,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-11-01,55,114,32.54,synthetic_derived
Account Executive,Rajasthan,Jaipur,2024-12-01,60,26,69.77,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-01-01,65,28,69.89,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-02-01,70,30,70.0,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-03-01,75,32,70.09,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-04-01,80,34,70.18,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-05-01,20,36,35.71,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-06-01,25,38,39.68,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-07-01,30,40,42.86,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-08-01,35,42,45.45,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-09-01,40,44,47.62,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-10-01,45,46,49.45,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-11-01,50,48,51.02,synthetic_derived
Account Executive,Rajasthan,Jaipur,2025-12-01,55,50,52.38,synthetic_derived
Account Executive,Rajasthan,Jaipur,2026-01-01,60,52,53.57,synthetic_derived
Account Executive,Rajasthan,Jaipur,2026-02-01,65,54,54.62,synthetic_derived
Account Executive,Rajasthan,Jaipur,2026-03-01,70,56,55.56,synthetic_derived
Account Executive,Rajasthan,Jaipur,2026-04-01,75,58,56.39,synthetic_derived
Account Executive,Rajasthan,Jaipur,2026-05-01,80,60,57.14,synthetic_derived
Account Executive,Rajasthan,Jaipur,2026-06-01,20,62,24.39,synthetic_derived
Account Executive,Rajasthan,Jaipur,2026-07-01,25,64,28.09,synthetic_derived
Account Executive,Rajasthan,Jaipur,2026-08-01,30,66,31.25,synthetic_derived
Account Executive,Odisha,Ganjam,2024-01-01,73,105,41.01,synthetic_derived
Account Executive,Odisha,Ganjam,2024-02-01,78,107,42.16,synthetic_derived
Account Executive,Odisha,Ganjam,2024-03-01,18,109,14.17,synthetic_derived
Account Executive,Odisha,Ganjam,2024-04-01,23,111,17.16,synthetic_derived
Account Executive,Odisha,Ganjam,2024-05-01,28,113,19.86,synthetic_derived
Account Executive,Odisha,Ganjam,2024-06-01,33,25,56.9,synthetic_derived
Account Executive,Odisha,Ganjam,2024-07-01,38,27,58.46,synthetic_derived
Account Executive,Odisha,Ganjam,2024-08-01,43,29,59.72,synthetic_derived
Account Executive,Odisha,Ganjam,2024-09-01,48,31,60.76,synthetic_derived
Account Executive,Odisha,Ganjam,2024-10-01,53,33,61.63,synthetic_derived
Account Executive,Odisha,Ganjam,2024-11-01,58,35,62.37,synthetic_derived
Account Executive,Odisha,Ganjam,2024-12-01,63,37,63.0,synthetic_derived
Account Executive,Odisha,Ganjam,2025-01-01,68,39,63.55,synthetic_derived
Account Executive,Odisha,Ganjam,2025-02-01,73,41,64.04,synthetic_derived
Account Executive,Odisha,Ganjam,2025-03-01,78,43,64.46,synthetic_derived
Account Executive,Odisha,Ganjam,2025-04-01,18,45,28.57,synthetic_derived
Account Executive,Odisha,Ganjam,2025-05-01,23,47,32.86,synthetic_derived
Account Executive,Odisha,Ganjam,2025-06-01,28,49,36.36,synthetic_derived
Account Executive,Odisha,Ganjam,2025-07-01,33,51,39.29,synthetic_derived
Account Executive,Odisha,Ganjam,2025-08-01,38,53,41.76,synthetic_derived
Account Executive,Odisha,Ganjam,2025-09-01,43,55,43.88,synthetic_derived
Account Executive,Odisha,Ganjam,2025-10-01,48,57,45.71,synthetic_derived
Account Executive,Odisha,Ganjam,2025-11-01,53,59,47.32,synthetic_derived
Account Executive,Odisha,Ganjam,2025-12-01,58,61,48.74,synthetic_derived
Account Executive,Odisha,Ganjam,2026-01-01,63,63,50.0,synthetic_derived
Account Executive,Odisha,Ganjam,2026-02-01,68,65,51.13,synthetic_derived
Account Executive,Odisha,Ganjam,2026-03-01,73,67,52.14,synthetic_derived
Account Executive,Odisha,Ganjam,2026-04-01,78,69,53.06,synthetic_derived
Account Executive,Odisha,Ganjam,2026-05-01,18,71,20.22,synthetic_derived
Account Executive,Odisha,Ganjam,2026-06-01,23,73,23.96,synthetic_derived
Account Executive,Odisha,Ganjam,2026-07-01,28,75,27.18,synthetic_derived
Account Executive,Odisha,Ganjam,2026-08-01,33,77,30.0,synthetic_derived
Account Executive,Odisha,Cuttack,2024-01-01,76,26,74.51,synthetic_derived
Account Executive,Odisha,Cuttack,2024-02-01,81,28,74.31,synthetic_derived
Account Executive,Odisha,Cuttack,2024-03-01,21,30,41.18,synthetic_derived
Account Executive,Odisha,Cuttack,2024-04-01,26,32,44.83,synthetic_derived
Account Executive,Odisha,Cuttack,2024-05-01,31,34,47.69,synthetic_derived
Account Executive,Odisha,Cuttack,2024-06-01,36,36,50.0,synthetic_derived
Account Executive,Odisha,Cuttack,2024-07-01,41,38,51.9,synthetic_derived
Account Executive,Odisha,Cuttack,2024-08-01,46,40,53.49,synthetic_derived
Account Executive,Odisha,Cuttack,2024-09-01,51,42,54.84,synthetic_derived
Account Executive,Odisha,Cuttack,2024-10-01,56,44,56.0,synthetic_derived
Account Executive,Odisha,Cuttack,2024-11-01,61,46,57.01,synthetic_derived
Account Executive,Odisha,Cuttack,2024-12-01,66,48,57.89,synthetic_derived
Account Executive,Odisha,Cuttack,2025-01-01,71,50,58.68,synthetic_derived
Account Executive,Odisha,Cuttack,2025-02-01,76,52,59.38,synthetic_derived
Account Executive,Odisha,Cuttack,2025-03-01,81,54,60.0,synthetic_derived
Account Executive,Odisha,Cuttack,2025-04-01,21,56,27.27,synthetic_derived
Account Executive,Odisha,Cuttack,2025-05-01,26,58,30.95,synthetic_derived
Account Executive,Odisha,Cuttack,2025-06-01,31,60,34.07,synthetic_derived
Account Executive,Odisha,Cuttack,2025-07-01,36,62,36.73,synthetic_derived
Account Executive,Odisha,Cuttack,2025-08-01,41,64,39.05,synthetic_derived
Account Executive,Odisha,Cuttack,2025-09-01,46,66,41.07,synthetic_derived
Account Executive,Odisha,Cuttack,2025-10-01,51,68,42.86,synthetic_derived
Account Executive,Odisha,Cuttack,2025-11-01,56,70,44.44,synthetic_derived
Account Executive,Odisha,Cuttack,2025-12-01,61,72,45.86,synthetic_derived
Account Executive,Odisha,Cuttack,2026-01-01,66,74,47.14,synthetic_derived
Account Executive,Odisha,Cuttack,2026-02-01,71,76,48.3,synthetic_derived
Account Executive,Odisha,Cuttack,2026-03-01,76,78,49.35,synthetic_derived
Account Executive,Odisha,Cuttack,2026-04-01,81,80,50.31,synthetic_derived
Account Executive,Odisha,Cuttack,2026-05-01,21,82,20.39,synthetic_derived
Account Executive,Odisha,Cuttack,2026-06-01,26,84,23.64,synthetic_derived
Account Executive,Odisha,Cuttack,2026-07-01,31,86,26.5,synthetic_derived
Account Executive,Odisha,Cuttack,2026-08-01,36,88,29.03,synthetic_derived
Account Executive,Maharashtra,Nashik,2024-01-01,79,37,68.1,synthetic_derived
Account Executive,Maharashtra,Nashik,2024-02-01,19,39,32.76,synthetic_derived
